Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,ingestion_time,pk_id
8758,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,51.84,8,0,24.8832,2026-08-24T07:01:37.009Z,656bfde9f3e04d8e04e173dc3b5415411b928e6d273055873d4de52f72b0a7e7
8759,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0,9.3228,2026-08-24T07:01:37.009Z,72a72f98b8daaa76d7d6fe8c331bfbf32baf4922b54b854a54b0e677d0526238
8760,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,5.4,3,0,2.592,2026-08-24T07:01:37.009Z,342b9b2171fdc0a45e8c4affc3bb2595b92bbf87698d2651826c4dfcbd857d8d
8761,CA-2016-159891,1/31/2016,2/6/2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99,1,0,635.495,2026-08-24T07:01:37.009Z,3983f2dd5710713b730138be858c0c1e24b318b700345851201f82b799fdffe1
8762,CA-2016-159891,1/31/2016,2/6/2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36,8,0,58.9192,2026-08-24T07:01:37.009Z,856842354a52d9f5d1d66fddff093a60bac54229973d8b179907316f5f473f58
8763,CA-2016-112578,12/29/2016,1/2/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,95823,West,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03,1,0,4.0687,2026-08-24T07:01:37.009Z,4d93037a334e2d23f0e841cd6169c7f27d433956d3098921c0f16c6878cb947e
8764,CA-2016-112578,12/29/2016,1/2/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,95823,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,27.96,2,0,7.2696,2026-08-24T07:01:37.009Z,3ecc2150b3220379420c9595d7d2e9e02956678ef00e6096257e25d54c81f6df
8765,CA-2015-107083,11/21/2015,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2,0.2,0.7348,2026-08-24T07:01:37.009Z,cb194d9a93dfb214ef86c04a473c1fce4c10f03d1b59c7630962ee1b7d81d39d
8766,CA-2015-107083,11/21/2015,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,1.696,2,0.8,-2.544,2026-08-24T07:01:37.009Z,d798f428c636b1388af9fd09b405d4dafb8a218ec69abe85aaf630171118b469
8767,CA-2015-107083,11/21/2015,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AP-10004136,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,24.588,3,0.8,-67.617,2026-08-24T07:01:37.009Z,8144e7b1ecdc0975df407c8c9ef4f2bac3e6803b63a87de2be96b046d6946c44
8768,CA-2015-107083,11/21/2015,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,7.98,5,0.8,-13.167,2026-08-24T07:01:37.009Z,7687f31a5c62a9a648bbf8ac520e76c59b1ecd7c80641b863a74e14f8f44aaa6
8769,CA-2015-151722,10/5/2015,10/9/2015,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,288,4,0.2,57.6,2026-08-24T07:01:37.009Z,dcbb0ed513e0255c17caf3188623dab86c51cba98f57adb97dee0cf539e40097
8770,CA-2016-151148,9/12/2016,9/13/2016,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,80027,West,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,146.952,3,0.2,9.1845,2026-08-24T07:01:37.009Z,85a1e1d1084e19f0de9470c123b19165fc03c85dd516ac82a0b1bd9b5020a256
8771,CA-2016-151148,9/12/2016,9/13/2016,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,80027,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",83.136,4,0.2,5.196,2026-08-24T07:01:37.009Z,edb1c52c62d747c78014a9a3834c5c5a10d55b08c170a074d1ff1064ad344b96
8772,CA-2017-115882,9/14/2017,9/17/2017,First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,942.784,4,0.2,94.2784,2026-08-24T07:01:37.009Z,4164b64267e7a953699f3b5c2e5e42d3f795d0067eca46388a3bbbf9ccb9589b
8773,CA-2017-115882,9/14/2017,9/17/2017,First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,3,0.2,23.235,2026-08-24T07:01:37.009Z,130e546cb6008a873a1e37ca0f362a7fdd1d9f4d5d33934611f0ed7e48e71edc
8774,CA-2015-132276,2/23/2015,2/28/2015,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024,East,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,26.88,6,0,6.72,2026-08-24T07:01:37.009Z,ca5727c8a18d0cd3c9f17cdb05deea9031c5d0e5d51c506509f4dd1d03d6d567
8775,CA-2015-132276,2/23/2015,2/28/2015,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,10.896,2,0.2,3.8136,2026-08-24T07:01:37.009Z,e11bcb7d3fa87f1e856960b05beda4771f65a4361ce1eae53d98f9279d70ee73
8776,CA-2016-163636,12/5/2016,12/9/2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10001547,Office Supplies,Art,Newell 311,3.536,2,0.2,0.3094,2026-08-24T07:01:37.009Z,df7aa6f937aa48ed2eca5494d07b5c25a82d4334fe489524e1afbfee5643cd75
8777,CA-2016-102813,7/2/2016,7/3/2016,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,77340,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0,2026-08-24T07:01:37.009Z,7ba8163e3fd45a3a8f67f896338953cf554afcc493039bb4cdc6067a32d82678
8778,CA-2016-102813,7/2/2016,7/3/2016,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,77340,Central,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,41.472,8,0.2,14.5152,2026-08-24T07:01:37.009Z,9366a954a43ca1f1844035c079b450c9b6134799628595b02e1e7692fc502c1c
8779,CA-2017-135377,12/13/2017,12/18/2017,Standard Class,BP-11095,Bart Pistole,Corporate,United States,New York City,New York,10024,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",287.976,3,0.2,7.1994,2026-08-24T07:01:37.009Z,3210482cc1eec5ca3dd4eb52c9cbfd915531544db2ef5760133aeac01bcd7b27
8780,CA-2015-165813,3/20/2015,3/22/2015,Second Class,BM-11785,Bryan Mills,Consumer,United States,Salem,Oregon,97301,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,29.304,3,0.2,2.5641,2026-08-24T07:01:37.009Z,7bcfc6adb6c64024f5bdf4eeeae7a4f47666496d81895a1b6669f5c3d4b27337
8781,CA-2015-133585,3/1/2015,3/4/2015,First Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,55.328,2,0.2,6.2244,2026-08-24T07:01:37.009Z,6493546a353e8087339ea592910a92cae429847641fe65a63f36009929973855
8782,CA-2015-133585,3/1/2015,3/4/2015,First Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1227.9984,6,0.32,-36.1176,2026-08-24T07:01:37.009Z,419ff4ed7843a4878315791df244efdbf1f76ad2feecea2d854a925ee73dfb58
8783,CA-2016-116911,9/15/2016,9/20/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,83301,West,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,20.416,4,0.2,6.6352,2026-08-24T07:01:37.009Z,557fdf161aad31ab2d0606d3bad4e5afb64e9eefc47a2a5792a8c6f2b86e4030
8784,CA-2016-116911,9/15/2016,9/20/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,83301,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1128.39,3,0,259.5297,2026-08-24T07:01:37.009Z,c7c6996876a53e534126a08e8701868cb937593733818c4de747a206b6d2acf2
8785,US-2017-129224,3/17/2017,3/23/2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704,2026-08-24T07:01:37.009Z,a9cd31626c2a2d57c18d4d27ca11e68986fdbf121cf6dedfaff5c6205c2f54d6
8786,CA-2017-145765,5/28/2017,6/2/2017,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,195.96,5,0.2,19.596,2026-08-24T07:01:37.009Z,df401a3f2923e0a6cf141d07372ae61901bf1850233b3d9e3c39b0e1600bc1ee
8787,CA-2017-145765,5/28/2017,6/2/2017,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,15.552,3,0.2,5.4432,2026-08-24T07:01:37.009Z,2575abd533af2340a120017dd9cab31b1f7d34beb0fc238f53860177841e7d75
8788,CA-2017-145765,5/28/2017,6/2/2017,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,TEC-AC-10000844,Technology,Accessories,Logitech�Gaming G510s - Keyboard,271.968,4,0.2,54.3936,2026-08-24T07:01:37.009Z,115c5c3c882e6757e8f848ecfa426bc21556ae6af63b4bdbc0d8be2a90bbcb75
8789,CA-2017-126914,6/15/2017,6/19/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Monroe,North Carolina,28110,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764,2026-08-24T07:01:37.009Z,08b374ae3237a9764f62e83b443458fdf01839e23841432d9b4e4b8bab90a40d
8790,CA-2017-126914,6/15/2017,6/19/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Monroe,North Carolina,28110,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,77.728,2,0.2,-3.8864,2026-08-24T07:01:37.009Z,a7c87c4657876f167b2e291f8e36df04a53512105ddcc06943330c71c47789c3
8791,CA-2015-169572,9/6/2015,9/12/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Richmond,Virginia,23223,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8\"\"",46.62,9,0,21.4452,2026-08-24T07:01:37.009Z,ae1603e321e547b77f1fbdae5425135162548c5deefbe69ab876a6702f02485b
8792,CA-2017-162075,3/18/2017,3/24/2017,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,537.544,7,0.2,47.0351,2026-08-24T07:01:37.009Z,e361d667c29add277d01195daae987df7b719e10ec12da2c6bb0587d3a9f308a
8793,CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,2,0,6.8714,2026-08-24T07:01:37.009Z,ef10ca135c0c5ef26e756fd802964c9185c9fe50991b604f75d0437b8f1b7182
8794,CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,5,0,8.7945,2026-08-24T07:01:37.009Z,7dcc0db491ad62bf5b984ecc1f65fc7eb672777fd664cfc87ebb1b2f206c12d0
8795,CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8,5,0.2,72.975,2026-08-24T07:01:37.009Z,4688176a5a2546d4159cc5349dbe8996bd790396fee21074c0dd3909d591369c
8796,CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002085,Technology,Phones,Clarity 53712,211.168,4,0.2,15.8376,2026-08-24T07:01:37.009Z,fd08c913f8fe6d7aefcdfa43a7d1afcb4ec8392d2640daf80af0399ba8e28967
8797,CA-2016-106397,7/7/2016,7/13/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,84057,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,12.96,2,0,6.2208,2026-08-24T07:01:37.009Z,83af84b43a1de8becca0c9ec7fac81558febc100bd249c9a7b4bfe1e66b2d51d
8798,CA-2016-106397,7/7/2016,7/13/2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,84057,West,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,0,12.8744,2026-08-24T07:01:37.009Z,11a3b70708e5d499a9089a914f5a88c84e32cdc7c7fb74f754ae0e3e2c39314f
8799,US-2016-150140,4/6/2016,4/10/2016,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Burlington,Vermont,05408,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,1294.75,5,0,336.635,2026-08-24T07:01:37.009Z,785a6b271f62e0b1b3e6576e1784eccda93bc866adb758707f72c732f800d500
8800,CA-2014-116666,5/8/2014,5/10/2014,First Class,KT-16480,Kean Thornton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1799.97,5,0.4,239.996,2026-08-24T07:01:37.009Z,e493c3ff81a207cba83e0e189a35635dd2597e821bf43a0ce52be305a65d5cfc
8801,CA-2017-148992,11/23/2017,11/27/2017,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,10.688,2,0.2,3.7408,2026-08-24T07:01:37.009Z,eff56b82ba05b1d333ea56d0299c698d6a58d6624111bb62a8750ac9c9ee89bc
8802,CA-2016-140935,11/10/2016,11/12/2016,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2,0,62.1544,2026-08-24T07:01:37.009Z,72954d8c9ad0ef46e920a59f346dc6ab00d0c641a47e051c0dae5ea408ddbd64
8803,CA-2016-140935,11/10/2016,11/12/2016,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2,0,54.7136,2026-08-24T07:01:37.009Z,cc1a47f11b9a32a587c0a1d487a015ea6992b24abe4cd07219a82929d80f017d
8804,CA-2014-157644,12/31/2014,1/1/2015,First Class,AH-10030,Aaron Hawkins,Corporate,United States,New York City,New York,10035,East,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",34.77,3,0,11.4741,2026-08-24T07:01:37.009Z,dd8196a8ed4fec6e57f6f2298f7bf4e58d1f76d6886b9e5929558e0e6e69a03d
8805,CA-2014-157644,12/31/2014,1/1/2015,First Class,AH-10030,Aaron Hawkins,Corporate,United States,New York City,New York,10035,East,OFF-LA-10003148,Office Supplies,Labels,Avery 51,18.9,3,0,8.694,2026-08-24T07:01:37.009Z,e559c21936129019c3300c96758cbe79487853f6caf089fde3678d72c90ce7ac
8806,US-2017-100398,8/19/2017,8/23/2017,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Salt Lake City,Utah,84106,West,OFF-BI-10002133,Office Supplies,Binders,"\"Wilson Jones Elliptical Ring 3 1/2\"\" Capacity Binders","800 sheets\"",102.72,3,0.2,2026-08-24T07:01:37.009Z,eda2dd7336f3376bdaeffa554695b5c4809d90b928df6c35048b34191ea440f4
8807,CA-2016-113082,9/12/2016,9/16/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Utica,New York,13501,East,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2,0,14.5728,2026-08-24T07:01:37.009Z,ffeafa1bfb200b719751f34f75ec39d7e15fded58f1174661ad456dfa1f6a4f1
8808,US-2017-110646,10/26/2017,10/31/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",33.282,3,0.7,-27.735,2026-08-24T07:01:37.009Z,943e120e4b667295ca69a6871fc3e179669add9efd69f111e8a275337885413a
8809,US-2017-110646,10/26/2017,10/31/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,118.65,5,0.4,19.775,2026-08-24T07:01:37.009Z,c26dfc87cc5764448c59bc9bd4f0cfe35de100f609273c2470064668be3bc7e8
8810,US-2017-110646,10/26/2017,10/31/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,14.76,5,0.2,4.9815,2026-08-24T07:01:37.009Z,0c440b6bcca832b4e877235b9c00dca689e0e25b4094734b8fb19f821549f979
8811,CA-2017-120614,5/30/2017,6/4/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,0,18.0096,2026-08-24T07:01:37.009Z,ac2581b25ed3ca2de38e5e0688adfc5e29df709007d8f7204f1faeb8c7f43204
8812,US-2016-140172,3/8/2016,3/13/2016,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.144,3,0.1,48.3336,2026-08-24T07:01:37.009Z,ca991f5be3173847fb0bfa85bbb5db8efc423bfdd7918a8fc3defa19190107f6
8813,US-2016-140172,3/8/2016,3/13/2016,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,0,3.753,2026-08-24T07:01:37.009Z,816ef0af8cb380813d252f4a9ead0c8970a2e94d3dd5a12f1d68b918068bd528
8814,CA-2015-127754,7/26/2015,7/31/2015,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Glendale,Arizona,85301,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,266.352,3,0.2,13.3176,2026-08-24T07:01:37.009Z,8b0b5ce286ad6367b6052b8e73294909749de040107259e9f870794aeaa220f2
8815,CA-2015-144274,11/23/2015,11/25/2015,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142,2026-08-24T07:01:37.009Z,f825c51f0beaf545b6c66147651314518e4ce2605364c5795f9f4c7c04deb9c4
8816,CA-2015-144274,11/23/2015,11/25/2015,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,OFF-PA-10001583,Office Supplies,Paper,"\"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2\"\" X 11\"\" Cards","25 Env./Pack\"",44.1,6,0,2026-08-24T07:01:37.009Z,b5b66cc00258e370a398141abf0e89f5de6c7f2f5e1dc58c96fb8e4750864d2b
8817,CA-2015-144274,11/23/2015,11/25/2015,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,4,0,5.6416,2026-08-24T07:01:37.009Z,a23f8c30f96c84621d53fe05a4674ce89bca664f418173c306b68e90ad97d676
8818,CA-2015-144274,11/23/2015,11/25/2015,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,16.56,2,0,7.7832,2026-08-24T07:01:37.009Z,72e67a769fc17822c165380cd8090ea90150ccf4cc37c782231f71b062f3ebfb
8819,CA-2015-144274,11/23/2015,11/25/2015,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,38.88,6,0,18.6624,2026-08-24T07:01:37.009Z,c62d233979ccdfc71d853784b1ea1b332d1e35cfac9327f3d3b6d97b6e768b77
8820,CA-2015-142930,11/28/2015,12/2/2015,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,335.52,4,0.2,117.432,2026-08-24T07:01:37.009Z,994045f22094b542893710da65c4baf3225af59650303259ee00aa6e5271e7e2
8821,CA-2017-100622,11/3/2017,11/7/2017,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,32839,South,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,959.984,2,0.2,311.9948,2026-08-24T07:01:37.009Z,84def4767167072a13ec165bb7f6c60721348512491ebe5239400934a88fe643
8822,CA-2017-100622,11/3/2017,11/7/2017,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,32839,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,4.086,2,0.7,-2.9964,2026-08-24T07:01:37.009Z,c121aff78e9937044dac5ca2751528b3fc19264de38c2b04adfbd78ead7220ef
8823,CA-2017-100622,11/3/2017,11/7/2017,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,32839,South,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2,0.2,4.1988,2026-08-24T07:01:37.009Z,976c75c329d28e8de462638cd87ceea594416b0901004b9207ff668a0c793e49
8824,CA-2017-100622,11/3/2017,11/7/2017,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,32839,South,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,10.688,2,0.2,3.7408,2026-08-24T07:01:37.009Z,5a932208b7353fb7158ef50a5b9a0e2a97ea7ecbd0b5a958636f903a9f956b65
8825,CA-2017-117156,3/21/2017,3/23/2017,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Reading,Pennsylvania,19601,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.856,3,0.2,2.8782,2026-08-24T07:01:37.009Z,8fbed8a546e15731a553ad5ddd8f76b4a7c4ab59443b9b33d272433a4f53b146
8826,CA-2015-115399,12/19/2015,12/22/2015,First Class,AG-10900,Arthur Gainer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,6.912,3,0.2,2.5056,2026-08-24T07:01:37.009Z,622fd8b5cc381736348ec624a617389fad7cd33576f8581609051fe351e85b44
8827,US-2014-157847,4/2/2014,4/6/2014,Second Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,26.72,5,0.2,9.352,2026-08-24T07:01:37.009Z,a3330adbaaf764dc43e2baa208b67d10f53d511b12ddba18ef33de5cf06c059e
8828,US-2014-157847,4/2/2014,4/6/2014,Second Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,33.488,7,0.2,10.465,2026-08-24T07:01:37.009Z,dab4251ebb62e3300ba91fb8e02e8c629b4352dabbfb080d4a5b6c3a07c45d51
8829,CA-2015-115168,6/5/2015,6/9/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Saint Charles,Missouri,63301,Central,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,10.56,2,0,4.752,2026-08-24T07:01:37.009Z,5c2b83e6c3ee57370be09730d7f8d5ad24a33146bd36634dd888631b09c47f49
8830,CA-2014-109680,10/6/2014,10/9/2014,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,386.34,2,0,54.0876,2026-08-24T07:01:37.009Z,fcdd13e8a01d9d6aa74faeba4373f19a72aa4af61d3486308b947e10ba51ccbd
8831,CA-2016-167983,8/21/2016,8/24/2016,Second Class,RP-19270,Rachel Payne,Corporate,United States,Seattle,Washington,98115,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,33.44,10,0.2,11.704,2026-08-24T07:01:37.009Z,45f685d95990507dcb433a6277119a9a80e9bcbbc0a6444f3761a76b3f78757e
8832,CA-2015-145324,11/15/2015,11/19/2015,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,2,0,14.3856,2026-08-24T07:01:37.009Z,3c6719c298c9e14bd06581bcb46c3773360cc3ca55f440545af56b8c6ccf90dc
